#,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,emp_length,home_ownership,annual_inc,verification_status,issue_d,purpose,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,open_acc,pub_rec,revol_bal,revol_util,total_acc,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,repay_fail,loan_income_ratio,installment_income_ratio,int_rate_x_amount,Prob_Default,Decision,Real_Default
37201,628692,805540,10750.0,10750.0,10250.0,36 months,9.62,344.96,10+ years,MORTGAGE,52000.0,Source Verified,Dec-10,debt_consolidation,919xx,CA,17.88,0.0,Apr-91,0.0,,10.0,0.0,24963.0,87.10%,26.0,12244.30146,11674.8,10749.99,1494.31,Jan-13,3981.94,,feb-13,0,0.20673076923076922,0.07960615384615384,103414.99999999999,7.413584336498835e-05,Approve,0
4353,242196,242166,6000.0,6000.0,4000.0,36 months,10.71,195.61,4 years,RENT,38400.0,Not Verified,feb-08,other,948xx,CA,12.28,0.0,Jan-01,5.0,67.0,6.0,0.0,364.0,28%,11.0,6906.450338,4604.32,6000.0,906.45,may-10,1220.55,jun-10,jun-13,0,0.15625,0.061128125000000005,64260.00000000001,7.949585073089362e-05,Approve,0
32340,438155,527392,2800.0,2800.0,2800.0,36 months,14.96,97.01,10+ years,MORTGAGE,89000.0,Not Verified,sept-09,small_business,015xx,MA,20.95,0.0,jun-93,0.0,,9.0,0.0,33167.0,87.50%,37.0,3492.174639,3492.17,2800.0,692.17,sept-12,104.54,,feb-16,0,0.03146067415730337,0.013080000000000001,41888.0,8.497210240942366e-05,Approve,0
5640,654074,836491,17500.0,17500.0,17450.0,60 months,14.17,408.74,10+ years,MORTGAGE,50757.0,Verified,feb-11,credit_card,705xx,LA,26.2,0.0,nov-95,1.0,,10.0,0.0,32641.0,56.60%,21.0,23911.89117,23843.57,17500.0,6411.89,oct-14,6369.23,,oct-15,0,0.3447800303406427,0.09663455286955494,247975.0,5.097704829096581e-05,Approve,0
221,504523,649672,5400.0,5400.0,5400.0,36 months,7.88,168.92,5 years,MORTGAGE,78000.0,Not Verified,Apr-10,debt_consolidation,641xx,MO,11.86,0.0,Dec-98,0.0,,13.0,0.0,23947.0,45.20%,19.0,6057.928688,6057.93,5400.0,657.93,nov-12,1167.95,,feb-14,0,0.06923076923076923,0.02598769230769231,42552.0,1.532201955559476e-05,Approve,0
26117,711928,904937,7200.0,7200.0,7200.0,36 months,11.11,236.1,6 years,MORTGAGE,40000.0,Not Verified,mar-11,debt_consolidation,998xx,AK,4.23,0.0,sept-05,0.0,,9.0,0.0,6075.0,75%,16.0,7748.319981,7748.32,7200.0,548.32,Apr-12,3663.42,,Apr-12,0,0.18,0.07082999999999999,79992.0,2.6505567124494743e-05,Approve,0
17091,844352,1055274,13000.0,13000.0,13000.0,36 months,11.99,431.73,5 years,RENT,70000.0,Verified,Aug-11,debt_consolidation,554xx,MN,7.59,0.0,oct-00,1.0,58.0,12.0,0.0,6696.0,47.50%,26.0,13383.1311,13383.13,13000.0,383.13,nov-11,12520.64,,jun-16,0,0.18571428571428572,0.07401085714285714,155870.0,2.932770202462999e-05,Approve,0
15107,620397,795158,2500.0,2500.0,2500.0,36 months,9.62,80.23,10+ years,RENT,79800.0,Source Verified,nov-10,moving,336xx,FL,19.49,0.0,Dec-00,0.0,,8.0,0.0,18914.0,71.10%,27.0,2920.036499,2920.04,2500.0,390.04,Dec-13,277.16,,Dec-13,0,0.03132832080200501,0.012064661654135339,24049.999999999996,0.0006989332228738768,Approve,0
10007,1051809,1283310,4000.0,4000.0,4000.0,60 months,18.64,102.98,6 years,RENT,48000.0,Source Verified,Dec-11,debt_consolidation,559xx,MN,19.15,0.0,may-03,2.0,,9.0,0.0,16543.0,63.40%,25.0,1230.96,1230.96,532.21,698.75,Dec-12,102.98,,jun-16,1,0.08333333333333333,0.025745,74560.0,0.9999999084503347,Reject,1
9782,732489,928697,12000.0,12000.0,11975.0,36 months,9.63,385.13,4 years,RENT,24996.0,Not Verified,Apr-11,debt_consolidation,641xx,MO,12.15,0.0,Dec-02,2.0,,13.0,0.0,10731.0,27.90%,26.0,5835.88,5823.74,4253.61,1128.27,jul-12,385.13,,Dec-12,1,0.4800768122899664,0.18489198271723473,115560.00000000001,0.9999770348583381,Reject,1
12004,524905,679175,9000.0,9000.0,8788.598974,36 months,11.86,298.33,3 years,RENT,60000.0,Verified,jun-10,other,946xx,CA,12.14,0.0,Aug-03,0.0,,7.0,0.0,16227.0,79.20%,11.0,10741.28478,10482.83,9000.0,1741.28,jun-13,347.0,,jun-16,0,0.15,0.059666000000000004,106740.0,5.7535698808707044e-05,Approve,0
37219,702988,894880,8000.0,8000.0,8000.0,36 months,11.11,262.33,3 years,RENT,24000.0,Source Verified,mar-11,debt_consolidation,902xx,CA,13.75,0.0,nov-06,1.0,,2.0,0.0,0.0,0%,9.0,9414.082429,9414.08,8000.0,1414.08,mar-14,472.98,,jun-16,0,0.3333333333333333,0.131165,88880.0,0.00033505625878084053,Approve,0
8930,59006,154254,3000.0,3000.0,2988.236621,36 months,14.26,102.92,3 years,MORTGAGE,80800.0,Not Verified,sept-09,credit_card,775xx,TX,14.97,1.0,jul-98,0.0,13.0,13.0,0.0,4740.0,39.50%,23.0,3704.99765,3688.85,3000.0,705.0,oct-12,111.23,,sept-12,0,0.03712871287128713,0.015285148514851484,42780.0,3.565447194833366e-06,Approve,0
36992,778768,981396,9000.0,9000.0,9000.0,36 months,15.62,314.73,1 year,RENT,38400.0,Not Verified,jun-11,debt_consolidation,874xx,NM,6.41,0.0,Jan-01,0.0,58.0,3.0,0.0,238.0,47.60%,11.0,6251.8,6251.8,4215.37,1746.64,Jan-13,314.73,,jun-13,1,0.234375,0.098353125,140580.0,0.9999142067501239,Reject,1
13893,1039174,1268910,19075.0,19075.0,19050.0,60 months,20.89,514.87,10+ years,RENT,48000.0,Source Verified,Dec-11,debt_consolidation,809xx,CO,17.38,0.0,feb-01,2.0,58.0,10.0,0.0,15430.0,74.90%,17.0,29845.8977,29806.78,19075.0,10770.9,mar-16,86.14,,jun-16,0,0.39739583333333334,0.1287175,398476.75,0.012986975439507612,Approve,0
31789,614648,788161,1200.0,1200.0,1200.0,36 months,9.62,38.51,,RENT,19200.0,Not Verified,nov-10,other,303xx,GA,10.19,0.0,oct-04,0.0,,9.0,0.0,6283.0,47.20%,10.0,1384.65754,1384.66,1200.0,184.66,sept-13,155.29,,Apr-14,0,0.0625,0.02406875,11543.999999999998,8.36801995319471e-05,Approve,0
16461,264754,264737,5000.0,5000.0,1699.99982,36 months,10.39,162.26,7 years,RENT,69600.0,Not Verified,feb-08,debt_consolidation,021xx,MA,15.72,0.0,Jan-00,1.0,0.0,13.0,0.0,5762.0,43.30%,13.0,1635.28,555.65,1108.15,351.65,Dec-08,162.26,,oct-09,1,0.07183908045977011,0.027975862068965515,51950.0,0.9996217067001901,Reject,1
29613,879746,1094637,19750.0,19750.0,19541.15547,60 months,18.25,504.22,10+ years,RENT,40000.0,Verified,sept-11,debt_consolidation,224xx,VA,22.65,0.0,oct-93,0.0,,7.0,0.0,23974.0,92.60%,14.0,27199.56635,26743.95,19750.0,7449.57,mar-14,12612.37,,mar-14,0,0.49375,0.151266,360437.5,4.919131978272581e-05,Approve,0
22325,1049215,1280416,5300.0,5300.0,5300.0,36 months,10.65,172.64,7 years,MORTGAGE,32000.0,Not Verified,Dec-11,debt_consolidation,295xx,SC,7.13,0.0,Apr-98,0.0,34.0,11.0,0.0,4326.0,41.20%,17.0,5853.689288,5853.69,5300.0,553.69,feb-13,3614.11,,may-14,0,0.165625,0.06473999999999999,56445.0,0.00012042520436174863,Approve,0
15353,677902,866126,16000.0,16000.0,15975.0,60 months,16.77,395.67,5 years,MORTGAGE,168000.0,Source Verified,feb-11,debt_consolidation,925xx,CA,13.46,0.0,jun-93,1.0,,13.0,0.0,34407.0,69%,36.0,23739.76,23702.67,16000.0,7739.76,mar-16,395.23,,jun-16,0,0.09523809523809523,0.028262142857142857,268320.0,0.0014934916071355356,Approve,0
24524,424898,500933,6400.0,6400.0,5916.395766,36 months,9.63,205.41,1 year,RENT,43000.0,Not Verified,jul-09,wedding,299xx,SC,21.01,0.0,may-99,1.0,51.0,9.0,0.0,2210.0,11.90%,14.0,7355.975507,6798.82,6400.0,955.98,Apr-12,263.61,,jun-16,0,0.14883720930232558,0.05732372093023256,61632.00000000001,4.970450603765439e-05,Approve,0
1625,502297,645882,4575.0,4575.0,4075.0,36 months,7.51,142.33,10+ years,MORTGAGE,106000.0,Not Verified,Apr-10,major_purchase,959xx,CA,17.89,0.0,Apr-97,3.0,,11.0,0.0,0.0,0%,27.0,4870.500518,4338.21,4575.0,295.5,Apr-11,3309.75,,may-15,0,0.04316037735849056,0.016112830188679244,34358.25,3.614863393443257e-05,Approve,0
20229,585911,752765,3600.0,3600.0,3600.0,36 months,7.14,111.39,10+ years,MORTGAGE,62000.0,Not Verified,sept-10,moving,448xx,OH,9.25,0.0,jul-80,2.0,,21.0,0.0,16126.0,21%,46.0,3912.291388,3912.29,3600.0,312.29,may-12,1911.91,,may-12,0,0.05806451612903226,0.021559354838709677,25704.0,0.0001057569052590699,Approve,0
8167,743965,942359,15000.0,15000.0,15000.0,36 months,10.59,488.18,5 years,RENT,74028.0,Verified,may-11,debt_consolidation,945xx,CA,15.5,0.0,Apr-98,0.0,,6.0,0.0,16994.0,88.10%,15.0,17549.08019,17549.08,15000.0,2549.08,mar-14,69.43,,mar-14,0,0.2026260333927703,0.07913438158534608,158850.0,8.272611834483208e-05,Approve,0
16552,138762,138756,8150.0,8150.0,1450.0,36 months,10.59,265.25,1 year,MORTGAGE,141299.0,Not Verified,oct-07,educational,220xx,VA,6.7,0.0,may-90,8.0,0.0,8.0,0.0,7260.0,41.70%,36.0,9548.623896,1698.83,8150.0,1398.62,oct-10,269.46,nov-10,jun-16,0,0.05767910600924281,0.022526698702750904,86308.5,0.0004059328376441135,Approve,0
21745,382975,413043,12000.0,12000.0,11535.19917,36 months,9.63,385.14,< 1 year,RENT,204000.0,Source Verified,mar-09,credit_card,085xx,NJ,9.14,0.0,may-98,0.0,,20.0,0.0,25814.0,29.10%,36.0,13834.42711,13299.61,12000.0,1834.43,Dec-11,40.7,,Dec-11,0,0.058823529411764705,0.02265529411764706,115560.00000000001,3.262723021254186e-05,Approve,0
34383,888484,1104845,24000.0,24000.0,24000.0,36 months,7.9,750.97,3 years,MORTGAGE,153660.0,Verified,sept-11,debt_consolidation,801xx,CO,7.4,0.0,jun-98,2.0,,6.0,0.0,10695.0,42.10%,24.0,25847.23835,25847.24,24000.0,1847.24,Dec-12,16088.2,,Dec-12,0,0.15618898867629832,0.058646622413119874,189600.0,2.3341078085413875e-07,Approve,0
38315,843495,1054294,3000.0,3000.0,3000.0,36 months,10.99,98.21,10+ years,RENT,67000.0,Not Verified,Aug-11,debt_consolidation,900xx,CA,20.96,0.0,oct-92,2.0,25.0,6.0,0.0,1531.0,40.30%,36.0,3457.14676,3457.15,3000.0,457.15,jul-13,1305.93,,feb-16,0,0.04477611940298507,0.017589850746268655,32970.0,0.000805045845005954,Approve,0
246,737767,935010,10750.0,10750.0,10725.0,60 months,15.23,257.05,10+ years,RENT,36960.0,Source Verified,may-11,car,945xx,CA,18.44,0.0,feb-96,2.0,57.0,11.0,0.0,7765.0,76.10%,28.0,15041.85001,15006.87,10750.0,4291.85,Jan-15,4014.16,,Apr-16,0,0.29085497835497837,0.08345779220779222,163722.5,0.0005087826983306558,Approve,0
15665,927958,1148709,10000.0,10000.0,10000.0,36 months,9.91,322.25,10+ years,OWN,70000.0,Source Verified,oct-11,debt_consolidation,631xx,MO,6.39,0.0,oct-80,0.0,,18.0,0.0,12973.0,18.10%,32.0,11600.97881,11600.98,10000.0,1600.98,nov-14,330.51,,nov-14,0,0.14285714285714285,0.05524285714285714,99100.0,0.0026875022826319266,Approve,0
9344,710394,903144,8000.0,8000.0,7950.0,36 months,10.74,260.93,6 years,MORTGAGE,126000.0,Verified,mar-11,debt_consolidation,780xx,TX,9.87,0.0,oct-93,1.0,45.0,5.0,1.0,3550.0,46.70%,23.0,9393.303534,9334.6,8000.0,1393.3,Apr-14,276.82,,jun-16,0,0.06349206349206349,0.02485047619047619,85920.0,4.959253175007537e-05,Approve,0
25515,1065721,1299839,10000.0,10000.0,10000.0,36 months,12.42,334.16,10+ years,RENT,43000.0,Not Verified,Dec-11,credit_card,111xx,NY,11.58,0.0,Apr-00,0.0,51.0,13.0,0.0,13034.0,65.50%,33.0,12029.45,12029.45,10000.0,2029.45,Jan-15,345.52,,jun-16,0,0.23255813953488372,0.0932539534883721,124200.0,0.0012081119906854247,Approve,0
35273,375687,398097,8000.0,8000.0,1375.0,36 months,14.42,275.07,1 year,RENT,63750.0,Verified,feb-09,other,549xx,WI,5.65,0.0,jul-02,6.0,,5.0,0.0,3606.0,43.40%,7.0,8096.5,1391.82,8000.0,96.5,mar-09,8096.55,Apr-09,mar-09,0,0.12549019607843137,0.05177788235294118,115360.0,3.208961673077354e-05,Approve,0
25033,798044,1003120,3200.0,3200.0,3200.0,36 months,16.49,113.28,8 years,RENT,33600.0,Source Verified,jul-11,other,531xx,WI,9.07,2.0,nov-05,0.0,4.0,2.0,0.0,768.0,76.80%,6.0,4078.001145,4078.0,3200.0,878.0,Aug-14,118.61,,Aug-14,0,0.09523809523809523,0.04045714285714286,52767.99999999999,0.00011327009831967421,Approve,0
31955,604902,776011,16000.0,16000.0,12567.85438,36 months,15.95,562.12,10+ years,MORTGAGE,72000.0,Source Verified,oct-10,debt_consolidation,117xx,NY,15.28,0.0,feb-94,0.0,55.0,12.0,0.0,16215.0,84.50%,23.0,20236.87303,15279.84,16000.0,4236.87,nov-13,590.98,,Jan-16,0,0.2222222222222222,0.09368666666666667,255200.0,0.00036881276688372416,Approve,0
32281,659210,843110,21000.0,21000.0,21000.0,60 months,14.91,498.6,10+ years,MORTGAGE,78000.0,Verified,feb-11,medical,949xx,CA,5.62,0.0,oct-90,3.0,73.0,13.0,0.0,3861.0,12.10%,35.0,21379.1623,21379.16,21000.0,379.16,sept-11,397.65,,sept-11,0,0.2692307692307692,0.07670769230769232,313110.0,0.0005195566425379199,Approve,0
27671,745770,944393,3600.0,3600.0,3506.86,36 months,13.49,122.15,3 years,OWN,48000.0,Not Verified,may-11,credit_card,077xx,NJ,21.27,0.0,feb-05,1.0,32.0,11.0,0.0,4896.0,15.80%,17.0,570.95,565.68,247.03,119.31,sept-11,260.0,,Jan-12,1,0.075,0.030537500000000002,48564.0,0.9996893443978779,Reject,1
19187,388996,422833,11500.0,11500.0,11004.82,36 months,16.0,404.31,1 year,RENT,34928.12,Source Verified,Apr-09,debt_consolidation,941xx,CA,21.09,0.0,nov-96,1.0,,12.0,0.0,22416.0,67%,15.0,14409.9773,13644.05,11499.99,2909.98,sept-11,3104.27,,Dec-13,0,0.3292476090897534,0.13890584434547293,184000.0,4.7075235153009924e-05,Approve,0
23178,1038738,1268653,12900.0,12900.0,12900.0,60 months,18.25,329.34,1 year,RENT,75000.0,Source Verified,Dec-11,debt_consolidation,057xx,VT,21.79,0.0,Dec-94,0.0,33.0,11.0,0.0,13809.0,73.10%,23.0,17762.27,17762.27,11010.38,6751.89,jun-16,329.34,jul-16,jun-16,0,0.172,0.0526944,235425.0,0.039272649645136756,Approve,0
9823,761033,961423,25000.0,25000.0,24750.0,60 months,15.99,607.82,3 years,MORTGAGE,80000.0,Source Verified,may-11,debt_consolidation,320xx,FL,15.27,0.0,feb-04,0.0,,7.0,0.0,14004.0,88.10%,19.0,34461.90372,34117.28,25000.0,9461.9,jul-14,12593.44,,Aug-14,0,0.3125,0.091173,399750.0,8.70690428082897e-06,Approve,0
12481,798417,1003539,6000.0,6000.0,5975.0,36 months,15.62,209.82,4 years,RENT,50000.0,Source Verified,jul-11,other,112xx,NY,9.36,0.0,sept-04,3.0,47.0,16.0,0.0,5296.0,32.30%,22.0,7480.550313,7449.38,6000.0,1480.55,Dec-13,1622.85,,jun-16,0,0.12,0.0503568,93720.0,0.0035811371035486413,Approve,0
1173,804008,1009833,12000.0,12000.0,11925.0,36 months,5.42,361.92,7 years,MORTGAGE,74700.0,Source Verified,jul-11,home_improvement,175xx,PA,3.57,0.0,oct-94,0.0,,6.0,0.0,37101.0,58%,17.0,12209.85116,12133.54,12000.0,209.85,nov-11,11128.34,,jun-16,0,0.1606425702811245,0.05813975903614458,65040.0,4.814398416088388e-06,Approve,0
5870,149575,149552,10000.0,10000.0,2750.0,36 months,8.38,315.12,< 1 year,RENT,30000.0,Not Verified,nov-07,educational,294xx,SC,4.2,0.0,jul-03,1.0,0.0,2.0,0.0,2282.0,19%,2.0,11121.68928,3058.47,10000.0,1121.69,oct-09,19.94,,oct-09,0,0.3333333333333333,0.126048,83800.00000000001,3.3872574188662224e-05,Approve,0
22511,968485,1189467,2500.0,2500.0,2500.0,36 months,11.71,82.69,7 years,MORTGAGE,68000.0,Source Verified,sept-11,home_improvement,198xx,DE,17.65,2.0,jul-92,2.0,22.0,8.0,0.0,30133.0,57.20%,25.0,2976.83683,2976.84,2500.0,476.84,oct-14,92.39,,nov-15,0,0.03676470588235294,0.01459235294117647,29275.000000000004,2.620581596558345e-05,Approve,0
19126,895197,1115748,5000.0,5000.0,5000.0,36 months,11.71,165.38,< 1 year,RENT,35000.0,Source Verified,oct-11,credit_card,911xx,CA,23.9,2.0,Aug-05,0.0,15.0,7.0,0.0,6179.0,51.10%,17.0,5953.68,5953.68,5000.0,953.68,oct-14,169.89,,oct-14,0,0.14285714285714285,0.056701714285714286,58550.00000000001,0.0001511688930867315,Approve,0
10415,916491,1137042,9000.0,9000.0,9000.0,36 months,13.49,305.38,7 years,RENT,87000.0,Not Verified,oct-11,credit_card,100xx,NY,6.25,0.0,mar-06,2.0,,8.0,0.0,17488.0,78.10%,18.0,10993.41806,10993.42,9000.0,1993.42,oct-14,345.77,,oct-14,0,0.10344827586206896,0.04212137931034483,121410.0,0.00025644663648703394,Approve,0
31378,1053765,1285367,35000.0,27575.0,26043.43249,60 months,12.42,619.26,9 years,MORTGAGE,105000.0,Verified,Dec-11,home_improvement,782xx,TX,16.53,0.0,Aug-90,0.0,43.0,9.0,0.0,15523.0,25%,38.0,34446.38201,31720.35,27575.0,6871.38,jun-14,14468.07,,jul-14,0,0.3333333333333333,0.07077257142857142,434700.0,5.095666828011013e-05,Approve,0
6897,765683,966610,12000.0,12000.0,12000.0,36 months,11.99,398.52,10+ years,MORTGAGE,84000.0,Not Verified,may-11,credit_card,972xx,OR,19.0,0.0,feb-00,2.0,,16.0,0.0,61365.0,60.20%,34.0,14346.47905,14346.48,12000.0,2346.48,jun-14,401.16,,jun-16,0,0.14285714285714285,0.05693142857142857,143880.0,7.901864575507606e-05,Approve,0
19069,656227,839322,6000.0,6000.0,6000.0,36 months,14.54,206.65,7 years,MORTGAGE,55777.0,Source Verified,Jan-11,debt_consolidation,750xx,TX,22.96,2.0,jun-88,2.0,10.0,16.0,0.0,10767.0,39.20%,30.0,7439.30092,7439.3,6000.0,1439.3,feb-14,213.03,,oct-14,0,0.107571221112645,0.04445918568585618,87240.0,6.418599365356027e-05,Approve,0
32401,850905,1062769,12800.0,12800.0,12800.0,36 months,5.42,386.05,3 years,MORTGAGE,55000.0,Not Verified,Aug-11,other,754xx,TX,6.17,0.0,feb-99,0.0,,6.0,0.0,12500.0,32.80%,35.0,13802.51483,13802.51,12800.0,1002.51,Dec-13,2773.43,,sept-15,0,0.23272727272727273,0.08422909090909092,69376.0,9.631411466301584e-06,Approve,0
18405,839935,1050212,30000.0,30000.0,29975.0,60 months,11.99,667.19,1 year,MORTGAGE,162500.0,Verified,Aug-11,debt_consolidation,972xx,OR,6.85,0.0,jul-87,0.0,,6.0,0.0,22595.0,62.80%,22.0,38671.82,38639.75,28669.92,10001.9,jun-16,667.19,jul-16,jun-16,0,0.18461538461538463,0.04926941538461539,359700.0,0.00022756880188223714,Approve,0
1954,666607,852242,4450.0,4450.0,4450.0,36 months,10.37,144.37,4 years,MORTGAGE,45000.0,Source Verified,feb-11,credit_card,975xx,OR,21.89,0.0,feb-05,1.0,,12.0,0.0,8809.0,66.70%,17.0,5197.719823,5197.72,4450.0,747.72,feb-14,149.71,,Apr-16,0,0.09888888888888889,0.03849866666666667,46146.5,8.107931325752573e-05,Approve,0
788,1054558,1286397,10000.0,10000.0,10000.0,36 months,11.71,330.76,5 years,RENT,27000.0,Source Verified,Dec-11,credit_card,178xx,PA,14.13,0.0,Aug-95,0.0,66.0,7.0,0.0,14067.0,76.90%,14.0,10612.20454,10612.2,10000.0,612.2,Jan-13,1366.48,,Jan-16,0,0.37037037037037035,0.14700444444444444,117100.00000000001,4.465267007818649e-05,Approve,0
11575,1004019,1230439,6000.0,6000.0,6000.0,36 months,6.03,182.62,10+ years,MORTGAGE,54000.0,Not Verified,oct-11,car,132xx,NY,24.07,0.0,sept-86,0.0,,12.0,0.0,9142.0,28.30%,32.0,6568.595934,6568.6,6000.0,568.6,Aug-14,726.2,,jun-16,0,0.1111111111111111,0.04058222222222222,36180.0,0.001232278636141476,Approve,0
30083,563914,725637,5000.0,5000.0,4975.0,60 months,16.82,123.78,1 year,MORTGAGE,45000.0,Source Verified,Aug-10,car,296xx,SC,14.27,0.0,Jan-99,0.0,75.0,9.0,0.0,5283.0,48%,14.0,3647.99,3629.93,1818.29,1633.27,Jan-13,123.78,,may-13,1,0.1111111111111111,0.033008,84100.0,0.9998898389712821,Reject,1
20973,695684,886795,10000.0,10000.0,10000.0,60 months,11.11,217.98,,OWN,37956.0,Not Verified,mar-11,major_purchase,707xx,LA,13.09,0.0,feb-93,0.0,54.0,4.0,0.0,3821.0,65.90%,15.0,13078.26,13078.26,10000.0,3078.26,mar-16,217.44,,mar-16,0,0.2634629571082306,0.06891558646854251,111100.0,0.0002455792990818188,Approve,0
9139,883972,1099254,8500.0,8500.0,8200.0,36 months,7.51,264.45,3 years,MORTGAGE,78000.0,Not Verified,sept-11,home_improvement,775xx,TX,2.86,0.0,sept-98,0.0,49.0,10.0,0.0,4496.0,26.80%,21.0,9394.899636,9063.31,8500.0,894.9,oct-13,3324.26,,jun-16,0,0.10897435897435898,0.04068461538461538,63835.0,2.2784329688534052e-05,Approve,0
2366,1029933,1259717,6000.0,6000.0,6000.0,36 months,9.91,193.35,< 1 year,MORTGAGE,63000.0,Verified,nov-11,credit_card,275xx,NC,21.07,0.0,mar-98,2.0,,9.0,0.0,11141.0,85%,21.0,6960.587288,6960.59,6000.0,960.59,Dec-14,200.21,,jun-16,0,0.09523809523809523,0.036828571428571426,59460.0,0.00017383212597132288,Approve,0
4887,665272,850568,10000.0,10000.0,9975.0,36 months,7.66,311.8,7 years,MORTGAGE,72000.0,Not Verified,feb-11,debt_consolidation,322xx,FL,11.95,0.0,jul-95,0.0,67.0,8.0,0.0,12751.0,75.90%,27.0,10898.38873,10871.14,10000.0,898.39,Aug-12,5627.58,,jun-16,0,0.1388888888888889,0.051966666666666675,76600.0,1.2581008385251022e-05,Approve,0
27286,557206,717425,12000.0,12000.0,12000.0,60 months,11.86,266.09,3 years,MORTGAGE,80000.0,Verified,Aug-10,debt_consolidation,774xx,TX,24.54,0.0,Apr-99,0.0,,13.0,0.0,37971.0,58.60%,15.0,15123.02405,15123.02,12000.0,3123.02,jun-13,6367.4,,jun-16,0,0.15,0.0399135,142320.0,5.862800129462712e-05,Approve,0
4577,447413,548063,15000.0,15000.0,14825.0,36 months,8.94,476.58,4 years,MORTGAGE,90000.0,Not Verified,oct-09,debt_consolidation,088xx,NJ,8.99,0.0,oct-81,1.0,,14.0,0.0,17908.0,20.30%,46.0,17157.40117,16957.23,15000.0,2157.4,oct-12,514.76,,mar-16,0,0.16666666666666666,0.063544,134100.0,3.635997031703052e-05,Approve,0
3136,822137,1030551,12000.0,12000.0,11483.00947,60 months,18.39,307.28,10+ years,MORTGAGE,35700.0,Source Verified,jul-11,home_improvement,958xx,CA,5.24,0.0,Dec-94,2.0,,5.0,1.0,2325.0,37.50%,7.0,17096.1827,15922.8,12000.0,5096.18,jul-14,6649.42,,jul-14,0,0.33613445378151263,0.10328739495798318,220680.0,0.00019052520790443183,Approve,0
34116,743663,941968,10000.0,10000.0,10000.0,36 months,6.99,308.73,1 year,RENT,30000.0,Not Verified,may-11,debt_consolidation,750xx,TX,11.8,0.0,Aug-02,0.0,,7.0,0.0,10968.0,19%,11.0,10997.10627,10997.11,10000.0,997.11,Jan-14,698.76,,oct-14,0,0.3333333333333333,0.123492,69900.0,3.761739200804272e-05,Approve,0
28527,642840,822741,6900.0,6900.0,6400.0,36 months,6.91,212.77,< 1 year,OWN,40000.0,Not Verified,Jan-11,debt_consolidation,103xx,NY,11.64,0.0,Apr-04,3.0,,11.0,0.0,14348.0,27%,14.0,7435.972324,6897.13,6900.0,535.97,jun-12,4034.86,,oct-15,0,0.1725,0.06383100000000001,47679.0,5.79928632690394e-05,Approve,0
15841,607203,778961,9000.0,9000.0,9000.0,36 months,13.72,306.38,5 years,MORTGAGE,69000.0,Not Verified,nov-10,credit_card,907xx,CA,13.58,0.0,Aug-85,1.0,33.0,8.0,0.0,3890.0,92.60%,16.0,5088.32,5088.32,3547.89,1350.83,mar-12,306.38,,Aug-12,1,0.13043478260869565,0.053283478260869564,123480.0,0.9996414652610522,Reject,1
29095,480454,610794,15000.0,15000.0,14850.0,36 months,7.88,469.21,10+ years,MORTGAGE,126000.0,Not Verified,Jan-10,major_purchase,366xx,AL,5.94,0.0,jul-94,0.0,,6.0,0.0,15427.0,44.70%,29.0,15467.97682,15313.3,15000.0,467.98,jul-10,13593.71,,nov-14,0,0.11904761904761904,0.044686666666666666,118200.0,5.047037545239201e-07,Approve,0
13074,821838,1030229,6000.0,6000.0,6000.0,36 months,7.49,186.61,10+ years,OWN,24000.0,Not Verified,jul-11,major_purchase,035xx,NH,10.25,0.0,Apr-87,1.0,75.0,9.0,0.0,9710.0,24.60%,17.0,6717.950109,6717.95,6000.0,717.95,Aug-14,205.79,,Aug-14,0,0.25,0.09330500000000001,44940.0,0.0002425868620075309,Approve,0
7402,428763,507639,5000.0,5000.0,4975.0,36 months,7.68,155.96,2 years,RENT,35880.0,Not Verified,Aug-09,other,111xx,NY,3.65,0.0,oct-83,0.0,,8.0,0.0,4787.0,10.80%,20.0,5599.530034,5571.53,5000.0,599.53,mar-12,942.32,,jun-15,0,0.13935340022296544,0.05216053511705686,38400.0,3.668401711950502e-05,Approve,0
4455,1052601,1284159,13000.0,13000.0,13000.0,36 months,10.65,423.46,10+ years,MORTGAGE,95000.0,Not Verified,Dec-11,debt_consolidation,827xx,WY,12.69,0.0,feb-94,0.0,42.0,8.0,0.0,14646.0,55.50%,20.0,14027.76234,14027.76,13000.0,1027.76,nov-12,10223.21,,oct-12,0,0.1368421052631579,0.053489684210526314,138450.0,1.666483840998672e-05,Approve,0
25284,688262,878384,2275.0,2275.0,2275.0,36 months,13.06,76.72,3 years,MORTGAGE,16000.0,Not Verified,mar-11,debt_consolidation,956xx,CA,21.98,0.0,Jan-97,1.0,45.0,4.0,0.0,872.0,81.40%,30.0,2782.587319,2782.59,2275.0,492.59,jul-14,6.17,,jun-16,0,0.1421875,0.05754,29711.5,0.0005273688042117901,Approve,0
